,code_bss,Class,NSE_tr,KGE_tr,MAE_tr,RMSE_tr,NRMSE_tr,NSE_te,KGE_te,MAE_te,RMSE_te,NRMSE_te,R2_tr,R2_te
0,00182X0010/P1,annual,0.6943922170471324,0.6795035659298962,3.0812617363207244,3.6843258082319164,0.1285080505138443,0.78047953631456,0.6846456023551952,2.7317514088548993,3.4250345114775915,0.13091509544135896,0.6943922170471324,0.78047953631456
1,00671X0052/S1,annual,0.47020355886362764,0.6694695799920141,1.464111807507022,1.752230149573514,0.1581435153044686,0.3883201987312557,0.6918626991093317,1.4072409307616442,1.6486672596699339,0.19587950685756067,0.47020355886362764,0.3883201987312557
2,00847X0043/S1,annual,0.6388191755536058,0.7875658895809694,2.0094913377173755,2.471808771350023,0.1126450905977528,0.7612085774399887,0.804509397558437,1.7697650189927863,2.233683142899783,0.12154285062556966,0.6388191755536058,0.7612085774399887
3,00853X0030/PZ2013,annual,0.02784215041282445,0.5925970796639263,2.475224056714164,2.852346361125627,0.22831556560679006,0.2735250686347529,0.5155731204526963,2.201545079960313,2.4821344004017645,0.22392807872782358,0.02784215041282445,0.2735250686347529
4,00862X0005/S1,annual,0.7146417246841992,0.676541193707954,0.364365526254523,0.4716392244019325,0.13183486356448146,0.7479146343502934,0.7358879556786264,0.36768992167000575,0.4428363481368178,0.14264608928840725,0.7146417246841992,0.7479146343502934
5,01074X0006/S1,annual,0.5748423409999708,0.7884882047483607,0.7665469302911415,1.0043928956612667,0.09863428220183305,0.6938698197520181,0.7943359278656017,0.7675285858586989,0.9561531169002336,0.13714948465624294,0.5748423409999708,0.6938698197520181
6,01086X0011/LS4,annual,0.28481214303127544,0.7643804702383581,3.1655529944462613,3.719411574377419,0.16398157988697556,0.38293902414513037,0.8120700717679082,2.8971689331094868,3.472654026706606,0.22526471483747804,0.28481214303127544,0.38293902414513037
7,01116X0138/F1,annual,0.6452835342881802,0.7280209824586826,0.5467311232225163,0.6772734865445248,0.13421987446383785,0.730974498451981,0.7896239666118287,0.47710329074251057,0.5779846614297633,0.12438492807532613,0.6452835342881802,0.730974498451981
8,01192X0043/S1,annual,0.4691386398283741,0.7985240673986921,2.0006486766872147,2.3778695116214594,0.14298674152865062,0.5673649382089135,0.8522402340285421,1.661363544339057,2.0165573245055106,0.17349925444474837,0.4691386398283741,0.5673649382089135
9,01347X0002/S1,annual,0.8164471768217394,0.744102474235917,0.3916038363935166,0.5046162036136215,0.09630080221634008,0.8471639896371682,0.8355273109560947,0.3500859778722119,0.44260067066847136,0.10414133427493444,0.8164471768217394,0.8471639896371682
10,01381X0070/P25,annual,0.6749424459804843,0.6774570744057108,0.28760553872915107,0.36505432583542347,0.13871601995012955,0.5553380956402167,0.7016435217670873,0.3161971552880966,0.41758564320695446,0.1795898591110199,0.6749424459804843,0.5553380956402167
11,01584X0023/LV3,annual,0.3643119427484248,0.7522760349609956,3.1505964963690887,3.630366231615929,0.17160447586105235,0.4688598107754015,0.775945407593852,2.91370429456988,3.485717780553006,0.19384303600157607,0.3643119427484248,0.4688598107754015
12,01995X0012/342B,annual,0.6559108711816697,0.8618528549092458,0.1456766432583787,0.1818880930572298,0.1055954096123252,0.8107753708594094,0.8480353056429071,0.10919856786469333,0.14034963252809485,0.110910750473771,0.6559108711816697,0.8107753708594094
13,02617X0009/S1,annual,0.3196435783534045,0.5802309638670378,2.444826558810395,2.9515959168897608,0.17994792969911677,0.07614548226670081,0.4440371459378245,2.5945052191658555,3.2433604661653788,0.22563891593790542,0.3196435783534045,0.07614548226670081
14,02726X0029/238,annual,0.47314259154403926,0.7648806694684345,0.1266170087609857,0.16635462734189643,0.1220951393335035,0.578448471985626,0.7158300835417081,0.13771845409754166,0.17655460258817468,0.14028911271007766,0.47314259154403926,0.578448471985626
15,02974X0004/S1,annual,0.5928854338747963,0.887330450410813,2.3555992645239154,2.8184447761136404,0.11148911297917881,0.6512243152239315,0.8780319187175433,2.1433793540880295,2.6417701043337547,0.1215281564511525,0.5928854338747963,0.6512243152239315
16,04398X0002/SONDAG,annual,0.5683804479500227,0.6073594972618692,2.8258396356740816,3.292543965218724,0.16039282761197998,0.6332382418049172,0.6894582150610207,2.4874680099377984,2.8568468943803023,0.16259730539974057,0.5683804479500227,0.6332382418049172
17,08025X0009/P,annual,0.16756333970647197,0.7162610402171719,0.3014195817922764,0.3643944324869545,0.189788766920289,0.03141253995791138,0.724992484052726,0.38327504605441365,0.4332474079129892,0.28757667837239265,0.16756333970647197,0.03141253995791138
