,code_bss,Class,NSE_tr,KGE_tr,MAE_tr,RMSE_tr,NRMSE_tr,NSE_te,KGE_te,MAE_te,RMSE_te,NRMSE_te,R2_tr,R2_te
0,00068X0010/F295,mixed,0.8154127372645433,0.781316950043933,0.7363181686550386,0.9627852044836193,0.07816401091809372,0.5906892954690184,0.7487064114289226,0.8046849278046446,1.0730278335321086,0.16051405584443634,0.8154127372645433,0.5906892954690184
1,00241X0012/P1,mixed,0.8190421096249214,0.776342932118987,0.8842138173760039,1.260977531019176,0.07655046477578854,0.5346925398164006,0.6622713468401188,1.2394384102348193,1.668203160414142,0.16446301285712867,0.8190421096249214,0.5346925398164006
2,00263X0006/P1,mixed,0.5515269557880502,0.6417232098768291,1.0992705982860989,1.349980074979982,0.14949945459357494,0.34353655871208477,0.570482946464367,1.0796934323651068,1.3668766895895212,0.21135089520505962,0.5515269557880502,0.34353655871208477
3,00271X0002/P2,mixed,0.8151190717879098,0.7821294822350044,0.7677833029222734,1.002588182616075,0.07986205055090607,0.7295241011040354,0.7561194384926386,0.7259201619963926,0.9577262549397221,0.14227883355547014,0.8151190717879098,0.7295241011040354
4,00332X0007/S1,mixed,0.8429602564415251,0.9216996487368542,0.5179989536172181,0.6842701723893135,0.05834997632722041,0.371175074025199,0.6589179910949904,0.7033153053576395,0.9522072332620921,0.17509327080053166,0.8429602564415251,0.371175074025199
5,00471X0095/PZ2013,mixed,0.8127803861437157,0.6998473962355796,1.1781125236619745,1.4934774594984421,0.09142526763787101,0.6845021286527705,0.7089848990454214,1.098167081606839,1.3614312371515938,0.13713150270725277,0.8127803861437157,0.6845021286527705
6,00755X0006/S1,mixed,0.38102344432280644,0.7839249770720147,1.4097990499876683,1.691350363923353,0.1289138996892799,-4.657238605179484,0.4352607051943044,2.3052216748073513,2.5839799679568753,0.502990262996485,0.38102344432280644,-4.657238605179484
7,00773X0002/S1,mixed,0.7572522099081651,0.7297199459454665,2.4777141742221946,2.979836422643479,0.10163152873954569,0.6761203715186143,0.7097823312018499,1.9448601969780885,2.564517484726676,0.14703677956922295,0.7572522099081651,0.6761203715186143
8,00791X0017/S1,mixed,0.899172071552713,0.8557214723205566,0.5316630903333037,0.6954504544372323,0.056267952253043235,0.4014322467339334,0.723002331779028,0.7122412178015916,0.9673538036760191,0.198106451705104,0.899172071552713,0.4014322467339334
9,00794X0021/S1,mixed,0.5843611340277712,0.6230451850435287,1.0723321595918522,1.3836251906312929,0.14073688653597805,-1.3270244452273974,0.1927830499328269,0.7716815312708146,1.030793611470858,0.3590989763005924,0.5843611340277712,-1.3270244452273974
10,00805X0002/S1,mixed,0.8538344547559276,0.768745282226457,0.6722404671640231,0.8447899291837245,0.07514253317177888,0.25213318916824234,0.6294529076589483,0.7712714393833329,0.9137684686526245,0.19561867133963817,0.8538344547559276,0.25213318916824234
11,00817X0145/PZ_SN,mixed,0.7014216655387688,0.7410028978422907,1.6310757377058802,1.916385142365392,0.10603874075890947,-1.2955699854001832,0.7215261731398426,2.304826196804676,2.6892957743461574,0.40103987398850777,0.7014216655387688,-1.2955699854001832
12,00821X0035/S1,mixed,0.4575782329989373,0.6298286152958857,0.6290358567623655,0.781637201226749,0.16957881322136178,0.4745518353641909,0.6571366807303654,0.37996353662705423,0.4839478392648996,0.1943305471549591,0.4575782329989373,0.4745518353641909
13,00957X0005/S1,mixed,0.7275928699654122,0.6940335622477775,0.48844340913823875,0.6473335107684964,0.10067395190800878,0.5441174272049083,0.5582953523746764,0.6636997073075594,0.7734487651435317,0.14593550572404684,0.7275928699654122,0.5441174272049083
14,01003X0008/S1,mixed,-0.3757733766142628,0.7989927802070971,2.0684422678443077,2.238252397453151,0.15062263778285,-27.613870992195597,-0.42300819568622616,3.622470068224402,3.8383693946128354,1.3305912288707695,-0.3757733766142628,-27.613870992195597
15,01013X0004/S1,mixed,0.7867171141993788,0.7424007906223762,0.6736116974766034,0.9477891836521831,0.09227702044006109,0.2746538617828935,0.6764459002245246,0.795458000014046,1.0689233429331835,0.19176286823454042,0.7867171141993788,0.2746538617828935
16,01024X0058/S1,mixed,0.5989837321334502,0.6964159492238644,1.311741717742308,1.6931747056282123,0.13163481177787503,-0.06452468581628978,0.46828042708333517,2.048298043754047,2.501858136508942,0.2493794866440785,0.5989837321334502,-0.06452468581628978
17,01031X0023/S1,mixed,0.8928761057444045,0.8579712648714224,0.9633577686380174,1.2064015465843776,0.05690573332945173,-0.7750031639642294,0.3526617794534641,1.7875149962415509,2.2160026550898144,0.35433182363782917,0.8928761057444045,-0.7750031639642294
18,01045X0015/S1,mixed,0.7991249206567358,0.8801196200834284,0.3808771063487125,0.46495479750688523,0.07321738452158186,0.2472313801599766,0.8510311590389413,0.6041979647271575,0.704791919095645,0.21746125242074824,0.7991249206567358,0.2472313801599766
19,01046X0010/S1,mixed,0.776096950434856,0.8000567811349553,0.9235361918612774,1.2227622001826608,0.08605611382487034,-0.05062897110563336,0.6903383521430515,1.0801980040284227,1.44841378066235,0.2683690586368591,0.776096950434856,-0.05062897110563336
20,01194X0069/S1,mixed,0.6585257402706055,0.6656817294341091,1.3926545245428084,1.8906235200604211,0.1181071877019965,0.4249134377653623,0.5324126208599353,1.372262930591269,2.020568720562215,0.16431079542504604,0.6585257402706055,0.4249134377653623
21,01252X0011/S1,mixed,0.7534961966852094,0.637289304783285,1.9447191792414988,2.437227370961763,0.11926535922887302,0.38306603903987113,0.6540784842169804,1.6322922773604933,2.1424010211965587,0.209031179973541,0.7534961966852094,0.38306603903987113
22,01258X0020/S1,mixed,0.6765355064459146,0.8396122746388213,0.8191941447715559,1.1407632746650036,0.08522459476225483,0.09918006331630935,0.6036560346801498,1.3120208801151783,1.6490963499560531,0.20991810903917582,0.6765355064459146,0.09918006331630935
23,01264X0029/S1,mixed,0.2151575852829395,0.788582125737576,1.4369354754550636,1.6306323831203262,0.16466598725464435,-1.6980591370626326,0.5047341316515255,1.3014454412142413,1.4505438647320306,0.3730141833819405,0.2151575852829395,-1.6980591370626326
24,01287X0017/S1,mixed,0.6322862674511245,0.7439812104741423,0.40728686013669085,0.5133578819505394,0.10933843650675214,-1.719684571127488,0.4004731313130192,0.4654808467821481,0.6602299002158611,0.43079618831175986,0.6322862674511245,-1.719684571127488
25,01871X0031/S1,mixed,0.6290738513053047,0.6478678741273058,0.6169176577860324,0.8172683074849135,0.12769817304451764,-0.17282204200058326,0.6028562920778596,1.0275674361727647,1.1910806892115149,0.25111561119721176,0.6290738513053047,-0.17282204200058326
26,02225X0016/S1,mixed,-0.3062270088524064,0.6551827036360376,0.3874387578950968,0.5039768245450461,0.13826524678876398,-0.6853833495436636,0.7158927019443602,0.49186960000184526,0.5495085465131104,0.23713739739550993,-0.3062270088524064,-0.6853833495436636
27,02347X0022/314,mixed,0.2890262559200636,0.6648202026995647,0.2501799932466205,0.30935243826253084,0.1432187214178386,-1.5424222157042085,0.5850230476303604,0.40740251173957037,0.46188505233837,0.2798573839824632,0.2890262559200636,-1.5424222157042085
28,02636X0009/S1,mixed,0.3650275531200403,0.5736852471582992,0.19539037450052374,0.2557833136144759,0.15010757841225045,0.738996317279939,0.6587255687914684,0.11518922478675675,0.14948440973874322,0.12162089463775054,0.3650275531200403,0.738996317279939
29,04132X0086/PP6,mixed,0.4857275609378998,0.5063787263646852,0.564083582480036,0.7117650156244134,0.13576824332368456,0.41795693416086643,0.586975374236247,0.4114795343320692,0.50553206461489,0.17222305176523542,0.4857275609378998,0.41795693416086643
30,04137X0018/15,mixed,0.6680151870871043,0.7201389119935748,0.627799591033302,0.8119184338537249,0.09360369308896982,0.07550076327027022,0.6391936927181068,0.9878571382917,1.192023101637391,0.24053738514240725,0.6680151870871043,0.07550076327027022
31,04458X0023/S3,mixed,0.08269738860207176,0.3571838035430973,0.32595773668017286,0.4116748609555516,0.157578894145665,0.41002196905005006,0.607477011219796,0.15980252746032608,0.248246519271086,0.1694328951431924,0.08269738860207176,0.41002196905005006
32,00061X0117/PZ1,mixed,0.6575564618870505,0.7013996632622232,1.1272373514825635,1.5526643743834092,0.11031363228301308,0.264546240197991,0.551405572577951,1.8871440384338651,2.3689085055612815,0.21197286988196096,0.6575564618870505,0.264546240197991
