,code_bss,Class,NSE_tr,KGE_tr,MAE_tr,RMSE_tr,NRMSE_tr,NSE_te,KGE_te,MAE_te,RMSE_te,NRMSE_te,R2_tr,R2_te
0,00068X0010/F295,mixed,0.7874474740509938,0.7645724169277547,0.793714708311603,1.0331459511688492,0.08387626963010751,0.608464554909601,0.6444809892741913,0.8041181377994935,1.0494698784414955,0.15699002524539013,0.7874474740509938,0.608464554909601
1,00241X0012/P1,mixed,0.7774431918727327,0.7528593472830967,0.9829019658000949,1.3984245121748682,0.08489449155713275,0.500163560678452,0.5740158275548688,1.2858058249230948,1.7289916221694748,0.17045596012186737,0.7774431918727327,0.500163560678452
2,00263X0006/P1,mixed,0.5662015667766249,0.6467345430060794,1.076579490829093,1.3277098458159668,0.14703320551671833,0.2863849927284762,0.4643107331212809,1.1558210079430296,1.4251351506792747,0.2203590069084541,0.5662015667766249,0.2863849927284762
3,00271X0002/P2,mixed,0.8141347409186552,0.8054154690327858,0.7605236868087952,1.005253596576453,0.0800743664629961,0.6138459832727947,0.614111644837048,0.9581622008827596,1.1443460771919594,0.1700028836077981,0.8141347409186552,0.6138459832727947
4,00332X0007/S1,mixed,0.8303656365146704,0.9084506725404231,0.5489895145520083,0.7111803318026186,0.060644694448931426,0.618520525022722,0.7075722850645655,0.4892625493618792,0.7416554460366628,0.13637669754798348,0.8303656365146704,0.618520525022722
5,00471X0095/PZ2013,mixed,0.812505157467661,0.6942995006908249,1.1973167544139025,1.4945748254677447,0.09149244439825804,0.5443640333429711,0.5647893773630898,1.3204455525440946,1.6360873760524566,0.1647965129020008,0.812505157467661,0.5443640333429711
6,00755X0006/S1,mixed,0.24300035313532387,0.7617725566383056,1.5530547977732785,1.870442317895091,0.14256420105907702,-4.476271634272491,0.5936459344990243,2.3044395525927164,2.5423151487959634,0.4948799066441412,0.24300035313532387,-4.476271634272491
7,00773X0002/S1,mixed,0.8311624592106612,0.7276719163007281,2.061193988127901,2.485131021907885,0.08475890252073279,0.7600534693006678,0.646951258695005,1.7109214898998601,2.207349414637829,0.12655852465242493,0.8311624592106612,0.7600534693006678
8,00791X0017/S1,mixed,0.8256841987386285,0.8490371283277686,0.6976161230878539,0.9144167047786156,0.07398421433990462,0.6287033766295271,0.8186026609914162,0.5807762582512112,0.7618845826315371,0.15602797104885113,0.8256841987386285,0.6287033766295271
9,00794X0021/S1,mixed,0.5297200499767558,0.6027115465228434,1.1775739623542356,1.4717654934044264,0.14970216981834553,-0.7984566197502074,0.4082186278350287,0.7009614173446582,0.9061940970720129,0.3156920735314427,0.5297200499767558,-0.7984566197502074
10,00805X0002/S1,mixed,0.8446493874893325,0.7845955979634598,0.7235005802912515,0.870928910956212,0.07746754822825987,0.5133607706892978,0.7269517716128909,0.6492356534651046,0.7371020099912312,0.15779808647684532,0.8446493874893325,0.5133607706892978
11,00817X0145/PZ_SN,mixed,0.6272036455956871,0.765538820191122,1.8539280881920015,2.1413589745183157,0.11848714757329175,-1.0293032202242292,0.8171662781194489,2.2276475993544196,2.528522210812195,0.37706459753308713,0.6272036455956871,-1.0293032202242292
12,00821X0035/S1,mixed,0.5064200955022682,0.6426214691201626,0.5942230308443129,0.7456163131099369,0.16176396069330712,0.3903774651342877,0.5814646681995037,0.41659026975149455,0.5212716688986525,0.20931803061115759,0.5064200955022682,0.3903774651342877
